750101,616.2,616.2,616.2,616.2
750102,632,637.1,619.1,632
750103,634.5,642.6,623.7,634.5
750104,634.5,634.5,634.5,634.5
750105,634.5,634.5,634.5,634.5
750106,637.2,646.4,631.9,637.2
750107,641.2,645.4,630.2,641.2
750108,635.4,646.3,632.1,635.4
750109,645.3,646.9,627.6,645.3
750110,658.8,666.7,650.1,658.8
750111,658.8,658.8,658.8,658.8
750112,658.8,658.8,658.8,658.8
750113,654.2,669.3,651.4,654.2
750114,648.7,657.9,644,648.7
750115,653.4,657.2,640.3,653.4
750116,655.8,660.1,648.1,655.8
750117,644.6,657.7,641.9,644.6
750118,644.6,644.6,644.6,644.6
750119,644.6,644.6,644.6,644.6
750120,647.5,651.2,635.1,647.5
750121,641.9,656.6,637.9,641.9
750122,651.6,654,634.4,651.6
750123,656.8,666.6,647.5,656.8
750124,666.6,671.5,652.7,666.6
750125,666.6,666.6,666.6,666.6
750126,666.6,666.6,666.6,666.6
750127,692.7,698.7,678.4,692.7
750128,694.8,705.1,689.7,694.8
750129,705.9,712.2,686.9,705.9
750130,696.4,717.3,693.1,696.4
750131,703.7,709.6,690.2,703.7
750201,703.7,703.7,703.7,703.7
750202,703.7,703.7,703.7,703.7
750203,711.4,717.6,696.5,711.4
750204,708.1,713.5,695.2,708.1
750205,717.9,721.5,699.8,717.9
750206,714.2,731.5,710.8,714.2
750207,711.9,715.9,697.5,711.9
750208,711.9,711.9,711.9,711.9
750209,711.9,711.9,711.9,711.9
750210,708.4,717.9,702.8,708.4
750211,707.6,711.7,697.8,707.6
750212,715,716.8,700.6,715
750213,726.9,738.3,718.5,726.9
750214,734.2,739.5,719.8,734.2
750215,734.2,734.2,734.2,734.2
750216,734.2,734.2,734.2,734.2
750217,734.2,734.2,734.2,734.2
750218,731.3,742.1,722.4,731.3
750219,736.4,740.6,721.9,736.4
750220,745.4,749.5,731.4,745.4
750221,749.8,757.4,742.5,749.8
750222,749.8,749.8,749.8,749.8
750223,749.8,749.8,749.8,749.8
750224,736.9,750.2,733.5,736.9
750225,719.2,732.8,714.6,719.2
750226,728.1,731.8,713.7,728.1
750227,731.2,738.5,725.1,731.2
750228,739.1,741.9,724.5,739.1
750301,739.1,739.1,739.1,739.1
750302,739.1,739.1,739.1,739.1
750303,753.1,756.5,737.6,753.1
750304,757.7,773.2,753.8,757.7
750305,752.8,766.9,745.5,752.8
750306,761.8,764.7,761.8,761.8
750307,770.1,775.7,759.6,770.1
750308,770.1,770.1,770.1,770.1
750309,770.1,770.1,770.1,770.1
750310,776.1,779.4,761.6,776.1
750311,770.9,784.7,765.6,770.9
750312,763.7,774.3,756.7,763.7
750313,762.9,766.9,752.6,762.9
750314,773.5,779.6,761.8,773.5
750315,773.5,773.5,773.5,773.5
750316,773.5,773.5,773.5,773.5
750317,786.5,789.4,771.4,786.5
750318,779.4,796.9,776.6,779.4
750319,769.5,776.8,761.2,769.5
750320,764,779.7,758.3,764
750321,763.1,768.9,753.1,763.1
750322,763.1,763.1,763.1,763.1
750323,763.1,763.1,763.1,763.1
750324,743.4,752.5,737.5,743.4
750325,747.9,753.3,731.5,747.9
750326,766.2,769.9,750.9,766.2
750327,770.3,778.6,763.5,770.3
750328,770.3,770.3,770.3,770.3
750329,770.3,770.3,770.3,770.3
750330,770.3,770.3,770.3,770.3
750331,768.2,779.7,764.4,768.2
750401,761.6,771.1,756.5,761.6
750402,760.6,770.9,754.8,760.6
750403,752.2,763.2,749.1,752.2
750404,747.3,755.4,740.7,747.3
750405,747.3,747.3,747.3,747.3
750406,747.3,747.3,747.3,747.3
750407,742.9,749.8,736.6,742.9
750408,749.2,755.4,741,749.2
750409,768,771,748.4,768
750410,781.3,788.3,769.4,781.3
750411,789.5,792.9,775.8,789.5
750412,789.5,789.5,789.5,789.5
750413,789.5,789.5,789.5,789.5
750414,806.9,811.5,790.8,806.9
750415,815.1,822.4,801.3,815.1
750416,815.7,819.8,800.3,815.7
750417,819.5,835.2,813.8,819.5
750418,808.4,822.1,802.3,808.4
750419,808.4,808.4,808.4,808.4
750420,808.4,808.4,808.4,808.4
750421,815.9,821.6,803.7,815.9
750422,814.1,828.9,811.2,814.1
750423,802.5,815.9,798.9,802.5
750424,803.7,810.2,792.3,803.7
750425,811.8,819.8,800.8,811.8
750426,811.8,811.8,811.8,811.8
750427,811.8,811.8,811.8,811.8
750428,810,820.6,803.5,810
750429,803,817,797.8,803
750430,821.3,823.2,796.9,821.3
750501,830.9,837.2,817.8,830.9
750502,848.5,853.3,832.2,848.5
750503,848.5,848.5,848.5,848.5
750504,848.5,848.5,848.5,848.5
750505,855.6,860.1,839.7,855.6
750506,834.7,860.1,832.7,834.7
750507,836.4,842.7,822.7,836.4
750508,840.5,845.2,828.1,840.5
750509,850.1,856.8,839.4,850.1
750510,850.1,850.1,850.1,850.1
750511,850.1,850.1,850.1,850.1
750512,847.5,857.3,842,847.5
750513,850.1,857.9,840.2,850.1
750514,858.7,866,846.8,858.7
750515,848.8,868.6,847.2,848.8
750516,837.6,849,831.4,837.6
750517,837.6,837.6,837.6,837.6
750518,837.6,837.6,837.6,837.6
750519,837.7,843.7,823.2,837.7
750520,830.5,843.8,827.5,830.5
750521,818.7,830.3,815.2,818.7
750522,818.9,828.5,807.9,818.9
750523,831.9,835.5,818.3,831.9
750524,831.9,831.9,831.9,831.9
750525,831.9,831.9,831.9,831.9
750526,831.9,831.9,831.9,831.9
750527,826.1,837.5,820.1,826.1
750528,817,832.8,812.8,817
750529,815,823.5,808.1,815
750530,832.3,836.2,817.4,832.3
750531,832.3,832.3,832.3,832.3
750601,832.3,832.3,832.3,832.3
750602,846.6,853.5,835.7,846.6
750603,846.1,855.4,839.6,846.1
750604,839.9,850.8,834.2,839.9
750605,842.2,845,829.9,842.2
750606,839.6,849.7,833.2,839.6
750607,839.6,839.6,839.6,839.6
750608,839.6,839.6,839.6,839.6
750609,830.1,844.5,827.9,830.1
750610,822.1,829.1,813.8,822.1
750611,824.6,833.5,819.9,824.6
750612,819.3,831.4,815.4,819.3
750613,824.5,829,811.2,824.5
750614,824.5,824.5,824.5,824.5
750615,824.5,824.5,824.5,824.5
750616,834.6,837.8,821.3,834.6
750617,828.6,843.1,824,828.6
750618,827.8,834,819,827.8
750619,845.4,848.6,826.1,845.4
750620,855.4,864.7,847.9,855.4
750621,855.4,855.4,855.4,855.4
750622,855.4,855.4,855.4,855.4
750623,864.8,867.1,846.9,864.8
750624,869.1,878.4,861,869.1
750625,872.7,878.1,861.9,872.7
750626,874.1,883.4,866.6,874.1
750627,873.1,880.5,867.2,873.1
750628,873.1,873.1,873.1,873.1
750629,873.1,873.1,873.1,873.1
750630,878.9,884.6,867.9,878.9
750701,877.4,884.9,869.6,877.4
750702,870.4,876.3,861.6,870.4
750703,871.8,877.4,863.5,871.8
750704,871.8,871.8,871.8,871.8
750705,871.8,871.8,871.8,871.8
750706,871.8,871.8,871.8,871.8
750707,861.1,873.4,859,861.1
750708,857.8,863.9,850.5,857.8
750709,871.9,875,858.7,871.9
750710,871.9,884.5,868.2,871.9
750711,871.1,881.5,862.8,871.1
750712,871.1,871.1,871.1,871.1
750713,871.1,871.1,871.1,871.1
750714,875.9,880.7,865.2,875.9
750715,881.8,888.9,874.1,881.8
750716,872.1,888.5,868.6,872.1
750717,864.3,877.4,858.7,864.3
750718,862.4,867,854.3,862.4
750719,862.4,862.4,862.4,862.4
750720,862.4,862.4,862.4,862.4
750721,854.7,867.9,852,854.7
750722,846.8,854.9,838.7,846.8
750723,836.7,853.4,834.6,836.7
750724,840.3,847.8,829.2,840.3
750725,834.1,846.9,829.4,834.1
750726,834.1,834.1,834.1,834.1
750727,834.1,834.1,834.1,834.1
750728,827.8,836.9,821.9,827.8
750729,824.9,840.7,820.3,824.9
750730,831.7,837.7,819.2,831.7
750731,831.5,843.1,828.8,831.5
750801,826.5,833.8,822.2,826.5
750802,826.5,826.5,826.5,826.5
750803,826.5,826.5,826.5,826.5
750804,818.1,826.8,813.5,818.1
750805,810.2,824.9,806.9,810.2
750806,813.7,820.4,804.6,813.7
750807,815.8,824.9,809.8,815.8
750808,817.7,826.2,812.7,817.7
750809,817.7,817.7,817.7,817.7
750810,817.7,817.7,817.7,817.7
750811,823.8,825.3,809,823.8
750812,828.5,838.6,823.3,828.5
750813,820.6,831.2,817.4,820.6
750814,817,824.1,812.7,817
750815,825.6,830.7,814.1,825.6
750816,825.6,825.6,825.6,825.6
750817,825.6,825.6,825.6,825.6
750818,822.8,833.3,819.4,822.8
750819,808.5,824.2,806.6,808.5
750820,793.3,805.5,789.6,793.3
750821,791.7,801.3,785.8,791.7
750822,804.8,806.9,789.9,804.8
750823,804.8,804.8,804.8,804.8
750824,804.8,804.8,804.8,804.8
750825,812.3,817.4,803.2,812.3
750826,803.1,815.6,799.9,803.1
750827,807.2,809.6,797.1,807.2
750828,829.5,831.6,809.9,829.5
750829,835.3,844,828.7,835.3
750830,835.3,835.3,835.3,835.3
750831,835.3,835.3,835.3,835.3
750901,835.3,835.3,835.3,835.3
750902,823.7,840.2,821.3,823.7
750903,832.3,834.6,815.9,832.3
750904,838.3,843.6,827.2,838.3
750905,835.9,843.6,830.3,835.9
750906,835.9,835.9,835.9,835.9
750907,835.9,835.9,835.9,835.9
750908,840.1,843.9,830.2,840.1
750909,827.8,849,826.6,827.8
750910,817.7,825.3,809.5,817.7
750911,812.7,820.3,808.1,812.7
750912,809.2,823.7,806.6,809.2
750913,809.2,809.2,809.2,809.2
750914,809.2,809.2,809.2,809.2
750915,803.2,811.3,799.1,803.2
750916,795.1,809.8,792.8,795.1
750917,799.1,804.5,792,799.1
750918,814.6,817.2,797.6,814.6
750919,829.8,834.7,816.7,829.8
750920,829.8,829.8,829.8,829.8
750921,829.8,829.8,829.8,829.8
750922,820.4,835.7,817.6,820.4
750923,819.9,824.3,807.9,819.9
750924,826.2,836.8,820.2,826.2
750925,820.2,828.9,812.9,820.2
750926,818.6,827.3,811.3,818.6
750927,818.6,818.6,818.6,818.6
750928,818.6,818.6,818.6,818.6
750929,805.2,820.6,803.4,805.2
